profile,patients,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,m11,m22,m33,m44,m55,m66,inff
1,227,6,3,5,1,1,2,2,1,2,5,3,3,2,0,3,1,2,4,0,4,3,0,7,2,2,3,0,2,1,2,4,2,0,1,3,3,1,4,0,2,2,3,3,1,2,4,2,3,3,4,2,5,3,3,3,3,5,1,3,2,3,2,1,2,3,2,0,4,3,4,2,5,3,1,2,1,2,6,5,1,4,3,3,3,1,3,1,5,2,1,0,1,0,0,0,0,0
2,227,4,4,3,2,5,1,2,4,2,7,2,3,2,1,4,5,4,2,0,4,2,2,3,2,2,2,4,2,2,4,2,1,2,1,1,0,2,3,6,3,0,1,7,1,1,2,4,1,4,2,5,3,2,3,3,2,4,0,2,3,3,3,0,2,0,5,1,2,2,2,3,3,2,3,5,3,3,2,2,4,3,2,5,1,0,3,3,0,1,2,0,1,0,0,0,0,0
3,227,3,4,1,5,1,1,3,1,1,3,3,2,3,0,5,5,6,2,4,4,1,1,2,4,3,2,2,1,3,4,0,1,5,3,1,4,1,1,1,1,2,1,1,4,4,2,3,2,1,0,2,1,2,1,1,0,1,4,3,1,3,1,4,4,1,2,2,1,5,6,3,0,2,10,3,3,4,2,3,3,1,4,2,1,4,4,6,4,4,1,0,1,0,0,0,0,0
4,227,4,3,1,9,3,4,2,5,6,3,1,4,3,7,5,2,2,2,2,1,0,2,3,2,0,4,1,4,1,0,3,4,2,3,2,2,3,2,3,2,6,1,1,2,1,3,1,3,2,1,2,2,2,2,3,3,1,1,1,2,4,4,1,0,2,3,4,2,2,1,1,1,0,3,5,4,1,1,2,4,5,2,6,1,3,2,3,2,2,4,0,1,0,0,0,0,0
5,227,2,4,1,4,3,2,3,0,4,0,4,0,2,3,2,3,0,1,6,2,3,2,4,4,3,1,3,3,5,2,3,1,1,2,1,2,1,2,0,3,4,2,1,6,1,2,3,2,3,0,3,1,1,4,1,4,6,3,1,3,1,3,7,4,3,4,2,3,0,1,2,4,1,2,1,2,1,2,1,6,1,3,5,1,5,4,1,5,4,5,0,1,0,0,0,0,0
6,227,9,7,4,6,3,7,4,7,2,5,6,4,4,5,8,4,5,2,5,6,6,7,5,3,4,1,6,2,0,1,3,1,5,3,4,3,1,2,4,2,5,1,0,3,2,4,1,4,2,2,1,3,3,4,0,3,2,2,2,1,0,1,1,0,0,1,0,0,0,1,1,1,0,2,2,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7,227,5,4,6,9,2,5,6,6,4,4,2,4,6,6,5,3,2,7,2,2,6,5,7,2,1,2,5,3,2,1,4,2,2,2,4,2,2,2,2,1,6,1,2,5,3,2,1,4,3,1,3,5,8,2,4,2,1,2,3,2,1,3,0,2,1,0,1,1,1,2,1,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
8,227,6,3,4,4,5,6,5,5,4,3,4,0,3,4,6,7,4,3,5,4,2,7,5,4,4,6,7,3,1,5,2,6,2,4,4,2,4,2,0,3,0,2,4,5,0,4,4,2,2,1,2,2,2,1,3,2,2,0,5,2,1,5,1,2,1,0,1,3,1,3,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
9,227,3,4,2,5,6,6,10,6,7,4,3,3,0,4,5,2,2,7,6,4,6,2,1,4,3,3,3,4,3,4,4,4,7,3,2,3,1,1,4,4,2,2,1,1,4,2,1,2,3,1,1,4,1,3,3,1,1,3,4,3,1,4,1,2,0,3,2,2,1,1,3,2,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10,227,8,3,3,5,6,2,7,6,4,4,6,3,3,3,4,4,8,5,6,1,3,2,3,6,2,1,8,4,1,1,2,3,4,6,3,5,1,2,1,3,2,4,1,4,2,1,3,1,4,3,3,3,2,3,1,3,0,4,5,1,0,1,1,2,3,5,2,2,1,1,0,1,0,1,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
11,227,2,4,5,3,5,4,5,6,6,4,5,4,6,4,6,5,1,3,3,3,7,5,7,3,4,4,2,4,3,4,5,4,2,0,2,7,1,0,2,3,1,3,4,1,5,2,1,3,5,4,2,3,3,1,2,1,1,4,3,1,4,2,5,0,3,1,1,1,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
12,227,7,2,8,6,3,4,6,8,1,5,4,4,5,3,9,5,7,1,4,6,2,4,3,6,6,5,3,2,5,3,4,1,3,1,2,3,1,3,4,4,3,3,2,2,2,2,4,2,2,1,0,1,1,1,2,3,2,0,2,1,3,1,3,3,1,0,1,1,1,1,1,0,1,0,3,1,1,2,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0
13,227,5,2,6,4,3,3,3,3,9,8,7,3,6,4,4,6,3,3,5,5,4,3,6,4,2,5,2,2,7,2,4,3,2,2,3,4,3,2,2,3,0,5,2,3,4,2,0,5,3,3,2,0,3,1,9,1,1,3,1,2,1,3,1,1,1,0,0,3,0,1,1,1,1,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
14,227,3,6,3,6,2,5,4,9,5,6,9,3,8,3,2,4,3,7,3,6,4,3,3,5,6,2,5,5,0,3,2,2,3,5,2,2,2,3,1,3,4,1,3,1,4,4,1,1,0,1,6,2,2,2,3,3,1,4,1,2,3,1,0,1,1,3,1,0,0,2,1,1,1,1,0,0,1,2,1,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0
15,227,1,5,4,4,7,2,4,2,4,5,4,7,3,5,7,5,5,4,9,4,5,4,3,6,2,3,0,3,3,4,8,3,1,3,5,2,4,1,5,2,7,3,6,3,2,1,2,2,3,3,3,1,4,3,0,1,0,2,0,2,2,1,6,3,0,1,2,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,228,2,4,3,1,1,2,1,0,3,2,4,0,3,2,2,3,0,4,2,3,2,4,2,3,2,1,4,4,2,6,4,0,3,3,3,4,2,2,5,0,1,2,4,1,2,4,2,4,1,1,3,2,6,2,0,1,0,4,4,3,3,1,3,2,3,3,2,3,1,5,1,3,3,1,4,1,3,6,5,3,2,1,5,2,7,3,3,2,0,2,0,1,0,0,0,0,0
2,228,3,6,4,1,2,2,1,2,5,1,1,4,3,1,5,2,3,1,4,3,4,1,0,2,3,1,3,2,2,3,2,2,4,6,2,4,3,1,3,5,2,1,3,0,3,1,3,2,2,1,1,2,1,3,2,3,4,0,3,3,7,3,1,4,2,2,3,6,4,6,2,2,1,3,4,1,2,0,4,2,2,0,4,3,3,2,3,3,1,1,0,1,0,0,0,0,0
3,228,2,3,3,3,3,2,1,3,0,3,3,0,2,4,1,3,4,3,0,2,5,3,1,2,1,3,2,1,3,4,1,3,2,3,1,4,4,0,5,4,3,1,3,6,4,6,1,2,3,2,0,2,3,3,1,2,1,5,3,2,1,3,1,0,3,6,3,2,1,4,5,4,1,2,1,2,1,1,3,3,2,5,6,2,4,4,2,3,3,0,0,1,0,0,0,0,0
4,228,2,5,3,0,1,1,1,6,2,2,0,1,2,4,4,4,3,3,2,2,1,5,4,2,1,2,2,6,2,3,0,1,1,4,1,4,2,2,4,2,1,0,2,4,3,5,1,2,1,2,3,4,3,1,2,3,2,5,5,1,1,5,3,2,4,3,8,1,5,2,3,3,1,0,3,3,1,0,5,4,2,5,1,2,2,3,2,0,3,4,0,1,0,0,0,0,0
5,228,8,5,3,2,1,3,2,3,3,2,1,2,3,1,1,1,2,3,3,3,0,1,2,4,2,2,4,4,4,2,1,3,3,1,2,1,4,1,3,6,3,1,5,2,1,3,3,4,2,3,1,4,2,0,2,2,1,2,1,2,2,2,2,1,3,1,1,5,1,4,2,2,2,0,4,1,4,2,4,4,2,4,3,5,7,3,3,2,1,5,0,1,0,0,0,0,0
6,228,2,6,5,3,4,6,5,5,3,3,6,8,3,6,1,5,2,4,8,2,8,8,3,2,1,4,1,4,6,3,1,1,2,3,3,6,4,3,4,2,3,0,3,5,4,4,2,0,3,1,1,3,0,0,3,1,3,1,0,2,2,3,0,1,0,4,5,2,1,3,2,0,1,1,2,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7,228,4,4,2,5,8,4,1,7,3,3,2,7,6,4,4,3,1,2,2,4,6,7,2,9,1,4,3,3,5,2,5,3,6,3,8,3,5,4,2,2,2,4,3,4,1,4,4,1,2,3,0,4,2,2,2,2,3,3,2,0,0,0,3,2,0,1,3,0,4,0,1,0,1,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,228,6,8,6,6,9,5,3,3,2,6,3,2,5,3,2,6,5,3,5,7,2,1,8,2,3,7,5,4,5,2,4,1,4,1,2,3,4,4,1,4,3,1,3,0,3,2,5,4,2,3,4,5,1,2,1,0,1,2,3,0,2,1,1,3,0,3,0,2,0,0,1,0,0,2,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
9,228,0,3,8,7,6,5,5,8,3,6,6,5,8,3,4,3,9,4,4,9,4,6,2,4,4,4,1,5,6,4,3,5,5,0,0,3,1,1,0,1,2,3,5,1,3,3,2,1,1,1,4,1,1,3,1,4,3,1,2,0,0,4,2,0,2,0,1,1,1,0,1,1,0,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
10,228,5,7,6,3,4,3,5,5,3,4,1,5,2,7,3,7,1,1,5,3,9,4,3,4,4,3,6,6,6,4,2,7,0,4,5,2,6,2,1,5,3,4,0,2,1,6,2,1,0,4,0,1,3,2,1,2,1,0,1,2,1,3,4,1,1,1,1,0,3,0,2,3,0,0,2,1,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11,228,3,2,5,9,4,6,7,3,1,4,2,6,4,4,6,5,4,3,4,6,6,6,2,1,3,6,4,3,1,7,1,2,2,2,4,2,0,2,1,9,4,2,8,1,3,2,3,3,2,1,2,2,0,1,2,3,3,2,2,2,2,4,2,2,0,2,1,2,0,1,1,1,1,0,0,2,1,1,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
12,228,7,9,4,9,5,4,2,3,2,7,5,2,1,8,4,7,7,5,4,3,10,1,5,2,5,5,3,2,5,3,5,2,2,2,0,3,5,4,2,1,2,6,1,0,3,1,4,2,2,3,1,1,1,2,3,2,3,2,1,4,0,2,1,2,1,1,2,0,0,0,0,0,0,1,0,2,1,0,0,0,1,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
13,228,7,4,7,3,0,5,4,3,9,2,5,5,6,8,2,5,6,5,4,0,6,4,4,2,2,4,6,5,5,2,1,5,2,3,3,6,3,6,2,2,1,1,2,4,2,0,6,5,2,5,3,1,1,1,3,1,0,3,0,0,1,0,3,0,1,1,2,0,1,3,1,0,2,1,1,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
14,228,7,8,6,4,9,5,8,4,4,7,3,4,4,6,1,3,3,8,4,3,4,3,2,2,0,3,5,3,4,3,3,6,4,2,5,1,1,3,5,3,3,2,0,4,1,2,4,0,2,1,3,2,2,3,1,5,2,3,1,1,2,1,0,2,2,2,0,1,1,3,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,2,0,0,0,0,1,1,0,0,0,0
15,228,5,3,8,7,7,9,2,9,4,1,1,7,3,2,3,4,4,5,2,3,4,4,6,5,5,4,3,4,3,1,4,2,3,4,2,2,0,3,3,2,4,4,2,1,3,5,2,6,2,1,4,1,3,4,1,4,1,1,2,1,3,1,2,1,2,2,0,0,3,0,2,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,229,6,5,2,4,5,6,1,1,6,4,1,3,1,1,5,2,2,4,0,1,3,2,5,4,2,3,1,5,2,2,1,3,4,1,0,0,2,2,4,0,2,0,0,0,4,2,4,0,3,5,2,1,0,4,1,2,3,2,4,4,1,6,1,5,3,5,2,0,0,4,1,2,2,2,0,3,3,3,4,8,2,4,1,2,2,3,5,2,3,1,0,1,0,0,0,0,0
2,229,1,5,2,5,4,1,1,1,2,4,2,3,1,2,2,1,1,2,5,3,2,3,3,5,6,3,2,3,7,3,6,3,5,0,2,3,2,2,1,4,0,0,1,3,5,1,2,2,2,5,7,2,3,1,3,1,4,1,2,3,2,3,4,1,3,2,3,2,0,2,2,2,2,1,2,0,2,4,3,3,1,4,1,3,4,3,1,4,1,3,0,1,0,0,0,0,0
3,229,1,4,2,0,1,2,0,2,3,1,3,3,5,3,5,2,4,3,3,2,1,2,5,3,3,1,2,4,2,2,2,5,1,3,6,1,1,3,3,3,0,0,2,2,3,3,2,3,0,2,4,5,2,4,1,3,4,3,1,4,3,4,1,4,1,3,2,3,2,4,2,2,0,4,0,3,3,0,3,3,1,2,3,6,0,4,3,6,2,5,0,1,0,0,0,0,0
4,229,4,4,4,1,6,2,2,2,3,3,3,3,4,2,4,2,2,3,1,4,8,1,1,2,2,2,1,3,4,4,6,5,4,3,3,2,2,2,3,1,1,4,4,1,4,1,1,1,4,2,0,0,1,2,2,4,3,3,6,2,4,2,3,4,2,4,1,3,2,0,2,1,1,2,4,0,3,2,1,1,2,1,2,1,4,2,3,1,6,1,0,1,0,0,0,0,0
5,229,1,4,2,3,4,3,3,2,1,1,2,2,4,2,2,2,0,5,1,2,5,1,4,3,5,0,2,6,2,3,5,4,1,2,1,0,2,3,1,3,5,6,4,6,3,1,2,4,4,1,4,1,0,3,3,3,1,3,1,1,4,4,3,1,4,4,4,2,1,5,3,3,3,0,5,1,1,1,1,1,0,2,2,3,1,6,2,4,1,2,0,1,0,0,0,0,0
6,229,5,3,9,3,10,4,3,6,9,6,5,6,5,4,2,5,6,7,5,4,4,4,2,2,2,7,4,3,1,0,3,1,4,3,3,4,1,2,5,2,0,2,3,3,2,4,4,2,3,3,0,0,2,1,5,3,1,2,2,0,1,2,1,1,1,2,1,2,2,1,2,1,1,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7,229,6,6,3,6,4,9,7,4,5,9,4,3,8,4,2,5,4,3,5,7,1,2,4,2,5,4,2,1,3,1,7,2,2,2,1,1,2,1,3,2,4,5,5,3,2,1,3,4,1,3,3,4,2,2,1,2,3,3,2,1,3,1,0,2,2,2,1,2,0,0,2,2,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
8,229,8,4,7,8,4,0,4,5,6,5,4,5,7,7,1,6,4,3,2,4,1,4,2,3,6,1,2,2,2,4,3,3,1,6,3,4,5,2,2,3,0,2,4,1,2,2,6,0,2,1,2,5,3,1,0,3,3,3,5,2,4,2,3,1,5,2,0,3,0,1,0,1,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
9,229,4,7,10,4,3,1,7,9,8,3,3,3,2,2,5,5,4,4,1,8,4,3,5,2,4,5,2,3,7,1,2,1,2,1,3,2,3,8,1,3,3,2,3,2,5,4,3,3,0,2,3,5,1,2,3,2,2,1,4,0,2,4,3,0,3,3,0,2,0,2,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,229,3,8,3,7,6,4,3,5,7,2,6,6,6,3,4,2,2,8,3,8,6,9,3,6,4,7,0,3,1,4,4,6,3,5,0,3,6,3,3,3,0,3,2,3,1,2,1,4,1,1,0,1,0,2,2,2,0,1,0,1,0,1,2,4,0,1,2,1,1,3,0,1,1,2,0,2,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
11,229,5,5,6,6,8,4,3,1,5,1,3,2,8,6,2,3,1,4,4,3,10,3,2,4,3,3,5,8,5,1,3,1,3,2,1,2,6,7,1,3,0,2,2,2,5,2,5,3,2,3,3,2,5,4,1,0,3,4,0,1,3,3,4,0,2,4,1,1,2,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
12,229,3,3,12,1,3,5,9,4,7,4,4,4,0,3,4,6,4,2,3,4,3,3,3,5,6,6,8,3,5,4,2,7,7,4,1,4,4,4,2,1,3,2,2,4,4,2,3,1,1,2,2,1,1,2,2,1,2,0,5,1,1,1,2,2,0,0,2,2,0,1,3,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
13,229,10,4,2,3,7,5,11,6,1,4,4,6,5,4,4,2,3,6,6,2,4,5,3,5,2,2,7,4,4,3,5,1,3,1,1,3,6,1,2,3,2,4,4,3,1,1,2,1,2,4,3,0,3,3,2,2,0,3,1,4,1,0,3,1,1,3,3,1,3,0,2,0,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
14,229,5,3,4,5,2,6,8,5,6,3,4,7,2,3,5,4,2,5,6,6,4,5,4,0,6,8,5,3,2,3,6,3,4,2,3,2,3,2,2,5,1,0,2,3,1,3,5,1,6,2,4,0,2,1,2,4,1,1,1,2,3,3,1,0,0,1,2,2,2,0,2,0,0,2,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
15,229,5,6,5,5,4,4,5,3,7,9,4,6,7,2,4,5,6,4,5,4,4,3,4,3,1,3,3,1,5,4,6,5,2,4,2,4,2,1,3,5,4,2,1,2,2,4,0,2,5,7,0,2,4,1,2,1,0,0,0,5,1,1,1,2,1,1,0,1,1,0,2,0,1,1,1,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1,230,3,1,0,6,3,3,2,2,2,1,7,0,8,0,2,1,6,2,0,2,2,1,1,3,1,1,3,7,0,0,3,3,2,1,2,2,3,1,4,4,2,0,4,1,1,4,3,3,2,1,2,3,2,2,1,3,2,2,2,3,1,6,3,5,2,4,2,3,0,4,3,4,2,5,7,2,1,1,3,3,1,1,4,3,2,5,4,2,2,7,0,1,0,0,0,0,0
2,230,3,3,1,3,6,1,2,3,2,8,2,0,4,1,1,2,2,2,4,2,3,2,1,3,2,3,3,2,1,2,5,0,5,0,6,4,5,3,0,7,3,1,4,1,1,3,2,1,1,4,3,1,2,4,3,2,5,5,4,3,2,3,4,0,4,2,1,2,2,1,2,1,8,3,3,1,1,0,1,2,4,2,1,3,0,5,1,3,3,3,0,1,0,0,0,0,0
3,230,1,2,5,1,5,1,2,6,7,3,2,2,2,1,1,1,2,3,1,4,5,5,1,0,1,1,5,1,4,2,2,5,7,4,1,1,1,2,4,3,0,2,2,1,3,1,3,1,2,1,2,5,2,2,2,2,1,5,5,5,4,0,6,5,1,2,4,4,2,5,1,3,4,2,4,2,2,5,3,3,3,0,0,2,2,1,0,1,3,2,0,1,0,0,0,0,0
4,230,2,4,3,3,1,4,3,6,0,1,3,3,2,3,2,3,2,5,3,1,6,4,3,5,3,5,2,1,3,6,2,4,2,2,2,5,3,3,6,5,1,3,0,1,3,1,1,3,2,2,0,3,0,2,1,2,2,4,0,2,1,4,3,2,3,1,5,5,2,3,2,3,2,2,1,1,2,0,3,2,2,6,1,3,0,2,1,0,5,4,0,1,0,0,0,0,0
5,230,1,2,5,2,2,3,1,6,2,2,2,0,4,2,1,1,2,6,1,7,4,1,2,2,1,2,6,4,1,2,0,5,5,3,1,3,1,1,5,3,3,1,4,3,6,3,3,4,7,1,2,4,2,3,1,2,4,0,2,4,3,1,2,1,5,0,2,3,0,0,2,0,2,4,4,4,3,1,3,2,2,2,1,6,3,3,0,4,2,2,0,1,0,0,0,0,0
6,230,5,2,4,7,7,10,4,5,2,6,8,5,3,2,9,7,0,4,6,1,2,2,1,3,4,3,4,5,8,3,2,1,4,3,3,3,3,5,2,1,5,5,2,2,3,2,1,0,1,1,3,4,1,2,1,1,2,3,2,3,2,2,2,0,1,0,0,3,2,1,2,2,2,1,0,0,0,1,2,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7,230,3,5,5,2,6,3,5,2,3,1,4,4,5,3,9,5,4,3,6,3,4,2,0,5,4,4,3,3,4,6,7,8,4,5,4,2,5,3,3,4,0,7,4,4,3,2,2,2,4,1,5,1,4,2,1,3,2,3,0,1,0,3,1,2,1,0,2,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0
8,230,3,5,8,5,7,8,8,5,6,4,12,4,4,3,0,4,8,1,3,0,2,4,7,4,6,3,7,4,4,3,7,6,2,2,2,2,3,4,0,1,1,2,4,1,2,1,2,4,2,6,2,0,0,3,1,2,2,0,0,3,0,1,3,1,1,1,2,1,0,1,0,0,1,2,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9,230,4,4,2,4,6,8,4,7,7,3,4,4,6,5,3,4,4,2,4,3,3,4,6,2,3,6,3,3,2,5,2,3,3,3,0,4,1,4,2,1,1,5,4,4,1,3,3,3,5,4,2,1,1,4,2,2,2,4,3,2,0,0,1,2,0,2,2,0,2,1,1,1,1,1,2,2,2,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
10,230,3,6,2,7,5,11,7,1,3,9,3,4,2,4,3,4,5,6,5,4,4,7,2,3,7,4,1,4,0,4,0,1,5,5,2,4,2,2,5,2,3,5,4,4,2,4,2,1,4,4,2,5,2,2,2,3,2,2,0,0,1,3,0,1,1,0,1,2,0,0,1,2,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
11,230,7,7,2,3,2,4,7,1,3,8,4,0,12,6,2,6,2,4,5,5,4,6,5,10,4,3,4,3,2,3,1,3,4,2,3,4,1,1,3,2,2,4,7,5,1,3,2,2,0,2,3,3,2,1,2,1,1,0,1,1,0,1,6,0,0,3,3,2,0,0,0,1,3,1,1,1,0,2,0,2,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
12,230,4,7,3,7,6,5,7,3,6,0,3,8,6,3,3,3,3,2,0,4,7,7,2,5,3,4,3,7,2,1,4,2,7,1,1,6,4,1,0,2,2,1,3,5,1,5,2,4,2,2,1,3,5,1,2,1,6,1,1,0,2,2,3,3,0,1,2,3,2,2,0,1,1,1,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
13,230,2,7,10,3,6,5,3,5,6,5,4,5,5,1,2,3,3,2,5,3,2,8,5,4,5,2,5,4,4,3,5,5,8,2,1,0,2,1,2,2,4,3,5,6,0,3,5,2,3,2,3,2,2,3,4,2,1,1,0,1,2,2,1,1,0,0,1,1,0,2,2,2,1,1,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
14,230,7,1,8,1,3,4,2,4,15,1,4,4,5,7,4,2,3,1,3,6,5,6,1,2,7,2,4,1,1,2,8,3,4,1,2,3,4,5,1,0,0,1,4,3,4,4,2,6,2,2,4,5,2,2,4,1,3,2,2,2,1,1,0,2,4,3,0,2,1,2,0,1,2,1,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
15,230,5,8,6,7,3,5,6,2,3,4,3,6,7,5,4,6,4,4,4,7,2,9,2,3,5,4,5,3,6,6,5,3,3,5,3,3,5,5,5,1,3,3,1,5,3,2,2,1,0,4,0,1,1,0,0,1,2,2,0,2,1,3,2,0,0,0,0,0,1,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,231,4,3,3,3,5,1,1,2,3,3,4,1,1,4,2,1,4,4,1,0,4,4,5,3,2,3,1,2,2,0,1,3,6,4,3,1,0,2,1,2,2,2,6,2,0,1,5,1,2,3,0,1,3,3,3,3,3,3,3,0,3,1,0,1,4,5,3,2,3,2,5,8,2,3,5,0,1,5,4,4,1,1,3,5,1,3,6,1,3,1,0,1,0,0,0,0,0
2,231,2,4,2,2,1,2,2,5,1,1,4,3,3,1,0,2,2,1,3,0,2,3,2,3,3,1,7,4,3,3,5,6,3,2,4,1,3,5,2,5,2,2,3,4,0,0,1,1,4,1,2,3,1,1,2,2,5,1,1,3,3,4,1,3,4,1,3,2,1,5,5,4,3,2,4,1,2,4,5,2,3,3,5,2,1,3,2,1,2,3,0,1,0,0,0,0,0
3,231,1,1,1,2,2,1,1,1,5,1,6,1,3,1,1,3,6,3,2,1,0,4,0,3,1,3,0,4,2,3,3,2,4,1,1,6,0,4,2,4,1,4,2,2,7,8,2,1,3,1,2,2,3,2,3,4,1,7,2,3,2,2,5,1,5,1,2,2,4,4,3,4,1,4,2,1,4,1,0,3,4,3,3,0,6,6,2,2,1,3,0,1,0,0,0,0,0
4,231,1,1,3,3,4,2,3,2,1,1,1,3,2,2,1,2,4,2,2,2,4,8,6,7,1,2,1,2,2,3,0,0,8,4,4,0,2,2,1,5,3,2,4,2,3,2,5,4,2,1,3,2,3,0,2,2,0,5,5,3,3,3,0,1,1,1,3,1,3,1,4,2,2,1,4,1,0,3,0,3,4,3,5,4,3,1,4,5,3,5,0,1,0,0,0,0,0
5,231,0,1,2,1,2,4,7,5,1,2,4,1,4,2,1,4,1,5,1,1,3,0,3,2,1,4,3,1,3,3,3,2,4,2,3,6,3,3,2,3,2,5,2,2,1,1,1,3,0,2,2,0,0,4,6,1,3,2,8,4,2,4,6,3,4,2,2,3,2,3,4,1,4,3,1,2,4,1,3,0,2,2,6,1,2,4,2,3,2,1,0,1,0,0,0,0,0
6,231,4,3,6,6,5,9,3,5,2,7,5,2,7,5,3,3,5,4,6,4,10,1,1,4,4,2,3,4,4,5,3,4,5,4,4,4,7,3,3,2,2,2,3,0,4,3,3,1,1,1,2,3,1,2,0,2,2,2,1,2,0,2,0,6,1,1,0,1,3,0,1,1,0,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7,231,3,6,5,8,6,4,2,1,4,4,6,5,2,8,4,6,6,4,7,3,4,5,2,3,5,3,3,5,4,1,9,3,2,4,1,7,3,3,0,1,1,4,5,2,3,1,1,3,3,2,1,1,2,3,1,4,3,2,1,2,2,1,1,1,2,2,1,1,1,0,1,1,2,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
8,231,6,6,5,6,6,6,6,5,7,7,5,5,7,4,3,5,5,4,3,2,2,3,5,4,3,0,5,2,4,4,4,3,2,3,1,4,2,1,4,4,4,1,0,0,6,3,4,3,2,1,3,4,1,3,2,4,2,3,4,0,2,1,0,0,1,1,0,1,1,2,5,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9,231,2,7,5,5,2,3,8,5,4,3,5,7,5,2,6,2,3,0,8,2,1,3,3,2,1,5,10,2,5,2,4,5,6,6,3,2,5,12,3,4,0,1,3,2,1,1,1,7,3,2,1,0,3,1,3,3,1,1,2,1,6,3,1,1,0,0,1,0,0,1,1,1,1,0,2,2,2,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
